,fid1,fid2,inter_marker
0,0.0,1.0,51.83498758454564
1,0.0,2.0,109.9324693759619
2,0.0,3.0,154.748
3,1.0,2.0,58.26238903964376
4,1.0,3.0,115.93873398778338
5,2.0,3.0,83.54979590577587
